salario_anual,total_dividas,historico_pagamento (score),idade,credito_solicitado,elegibilidade
75370,19654,8.636.900.571.766.650,62,15756,3
85666,34616,8.982.875.164.435.620,33,19525,3
56080,29333,6.109.114.292.719.710,61,12218,2
30226,10774,8.928.519.300.805.680,18,20983,2
107137,35540,9.130.655.441.884.360,32,6296,3
67131,27183,9.106.989.168.944.160,39,22719,3
65454,36251,8.378.763.804.892.320,49,21192,3
43593,18197,1.0,54,10567,3
48171,11455,9.437.441.106.798.120,40,10608,3
37619,19605,9.951.621.593.442.990,50,7525,3
60087,5891,8.953.403.383.168.590,66,19606,3
43046,28280,8.501.169.754.599.080,57,13347,3
60778,14471,9.091.638.937.075.460,39,12981,3
38902,23903,7.873.965.995.734.670,57,9385,2
64256,41632,932.827.347.953.674,64,24059,3
54241,15122,8.045.999.719.461.920,29,10136,3
69073,19996,7.910.801.326.917.990,65,15120,2
81671,15328,7.183.745.471.617.760,35,16079,2
54249,18544,9.506.009.149.074.620,49,13006,3
70477,17655,1.0,20,11995,3
70548,29997,986.807.324.813.229,53,13153,3
49681,28889,940.103.389.801.482,64,17826,3
53902,17727,9.429.293.321.731.020,63,13264,3
54069,21200,9.394.917.389.078.230,18,23127,3
43455,16654,8.373.529.118.828.100,42,11114,3
43594,34153,8.118.579.325.064.390,37,18770,3
68370,5530,752.635.654.589.249,34,6218,2
39346,12150,1.0,66,11115,3
47759,24257,8.299.483.810.436.210,39,10918,3
45099,28444,8.642.463.381.081.010,67,9480,3
56904,32690,7.376.779.739.269.150,50,16417,2
84506,20000,7.726.003.265.381.960,43,14449,2
47158,14099,7.515.476.867.760.270,44,3605,2
28377,19727,8.140.748.511.312.400,51,24977,2
51592,29684,9.137.681.202.281.590,40,15880,3
35407,13854,8.966.313.733.460.020,33,15005,3
53854,19388,9.101.829.442.645.330,31,21550,3
38570,17002,8.484.118.108.866.010,69,19944,2
52446,32469,9.248.797.958.122.200,69,13509,3
32095,8381,8.352.569.176.884.790,67,5237,3
46012,5242,8.956.090.980.059.980,58,17821,3
35106,18766,8.107.311.672.406.170,31,10185,3
68798,26202,9.604.255.033.840.760,62,21196,3
39137,14893,7.604.996.993.211.160,43,11119,2
58316,1640,9.626.549.052.585.050,63,12740,3
52685,26494,8.861.927.898.917.650,68,8284,3
52983,15554,1.0,66,8688,3
55595,22253,7.839.338.222.853.440,44,14454,2
59044,17054,8.269.251.213.940.120,57,13988,3
69592,2105,8.241.658.632.635.500,21,12620,3
64000,23246,7.636.720.153.834.320,26,25265,2
72890,25690,1.0,44,18018,3
34039,18051,7.787.615.532.897.600,60,15051,2
29878,8725,7.575.590.121.284.880,56,1213,2
74857,38390,9.952.238.805.789.250,32,19128,3
58437,23904,9.266.285.063.419.090,42,29972,2
34039,6335,8.309.558.925.561.610,35,14060,3
45806,43000,6.647.484.240.400.520,69,10947,1
58055,13883,1.0,47,15816,3
49294,33320,1.0,54,7842,3
59186,26550,9.110.391.000.203.480,33,17310,3
32380,23550,9.020.757.773.233.940,29,22501,2
49547,33903,8.704.437.605.388.460,34,11645,3
51764,1769,8.070.346.771.983.110,42,11806,3
39399,25728,9.710.155.704.029.600,32,14601,3
45750,16622,811.657.167.860.201,42,12493,3
43050,44068,9.057.888.413.358.950,38,7438,1
33359,705,8.718.150.596.347.330,36,13073,3
40738,23121,8.488.204.882.603.210,41,12064,3
52864,23828,764.765.320.991.512,24,21832,2
35381,14005,7.305.051.860.922.030,29,20776,2
39876,17409,8.994.476.786.549.660,66,21986,2
24456,15372,8.068.281.066.529.140,56,19008,2
71604,10281,8.644.505.049.552.820,28,16028,3
63890,10687,87.004.400.312.911,50,10627,3
68071,18394,8.809.587.557.722.490,66,21630,3
67006,26367,7.519.860.336.480.260,19,17621,2
57850,10741,7.387.797.296.405.180,59,14409,2
52737,12151,83.185.030.801.804,56,16687,3
37671,19670,7.277.042.057.453.670,61,19897,2
64146,14500,9.578.633.691.531.520,19,19120,3
35239,31007,904.156.123.234.346,24,9545,1
65643,16146,9.617.225.937.001.700,68,15059,3
54997,11565,7.469.162.623.929.440,48,10395,2
41064,24312,710.451.025.805.399,50,11113,2
81882,10906,1.0,28,6445,3
63680,27066,7.699.512.180.908.420,57,15668,2
58379,19413,8.595.475.703.471.320,57,6076,3
51550,29108,7.736.421.612.079.140,63,16970,2
32843,29979,7.678.006.980.466.620,30,21792,1
50567,6958,9.094.882.257.359.400,27,17651,3
74063,20655,8.371.264.955.446.090,66,15259,3
29336,19536,9.813.666.017.687.990,55,22672,2
58509,18851,671.632.407.688.329,37,16637,2
70914,31595,8.482.229.309.023.100,38,10686,3
71664,19843,7.988.776.140.506.510,31,15625,2
36498,6143,8.254.298.419.290.980,41,24798,2
41826,15407,832.392.325.772.659,57,9536,3
51513,12998,9.143.171.578.250.220,24,8099,3
56807,15877,8.314.564.435.475.970,22,18074,3
69225,19851,8.324.869.590.664.450,23,13879,3
46982,13018,1.0,57,12339,3
64184,26120,7.280.011.902.936.480,52,8704,2
11540,35196,7.414.145.526.132.600,26,5249,1
46010,21765,1.0,59,7717,3
64170,27879,1.0,18,23074,3
62502,10052,67.065.970.354.019,56,14955,2
35626,28553,1.0,37,5188,1
65397,33706,9.078.938.710.712.280,23,20920,3
28696,32242,7.791.466.097.962.910,49,21174,1
67946,14169,8.505.479.261.726.510,30,21146,3
46934,32386,8.070.524.333.268.460,56,12887,3
43230,37600,8.500.655.143.817.610,57,13655,1
45529,14391,8.085.004.900.550.740,38,15688,3
55685,27010,7.322.569.191.591.010,54,22005,2
81205,14243,7.178.175.198.183.200,29,12225,2
68271,6438,8.715.179.241.271.690,23,11227,3
32792,17859,7.699.449.649.246.690,32,18478,2
34380,14381,7.076.325.606.527.290,38,21046,2
21412,18638,9.031.509.088.842.620,38,14736,1
54633,5831,9.020.871.043.561.890,45,18352,3
47456,23842,9.021.430.526.443.630,53,15562,3
59410,17676,8.577.836.116.752.290,34,13743,3
42485,27505,7.623.422.775.503.550,63,10853,2
44052,15411,9.703.525.092.989.460,24,9230,3
28218,37328,9.381.438.549.987.480,40,11926,1
66550,15627,1.0,62,10119,3
40970,21126,9.760.331.176.618.170,39,16417,3
37465,10180,8.818.482.885.853.120,27,21087,2
64498,20969,1.0,35,16020,3
27864,22687,8.573.880.126.478.730,19,10396,1
58245,14337,8.582.090.285.665.230,29,19276,3
38477,27590,8.452.614.244.847.100,62,16484,3
48261,14380,7.995.960.333.486.710,56,17474,2
20978,31340,1.0,67,12403,1
58662,6299,7.668.984.501.142.700,39,20666,2
80750,19344,6.842.334.938.288.230,60,20641,2
31054,46279,8.033.668.666.860.190,39,14079,1
67325,3935,8.865.265.873.609.730,59,18592,3
49290,29539,7.959.068.375.193.270,39,20507,2
58019,23165,8.144.458.776.941.440,23,12673,3
32299,16930,657.896.188.888.009,63,14593,2
34519,30994,7.250.640.011.039.730,69,15398,1
51311,24275,7.181.781.648.585.550,54,9510,2
46753,17046,9.337.324.054.116.530,37,17208,3
52236,12635,7.099.125.639.540.540,23,20112,2
28045,15769,7.850.156.828.693.350,26,14280,2
59156,17536,8.310.916.281.595.790,46,16699,3
55825,18242,742.135.351.683.246,54,21992,2
66588,12048,8.775.974.610.653.560,22,12974,3
54747,21496,8.949.922.433.020.150,68,16801,3
83835,13484,9.961.881.805.528.190,30,12150,3
80113,21360,8.502.714.062.214.920,44,12014,3
50258,39119,6.384.258.441.873.220,40,16709,2
49665,28540,7.922.860.184.295.160,54,16206,2
37548,19612,8.215.661.796.667.600,63,17775,3
29660,8187,9.788.795.626.985.660,51,15380,2
46582,21418,8.271.603.725.097.710,42,17325,3
40341,37862,8.907.257.281.419.740,54,23327,1
38218,9919,8.197.444.163.044.530,40,20299,2
55270,1945,9.041.436.548.444.620,45,16691,3
26361,23154,7.868.842.865.078.220,43,17524,1
32262,35373,6.827.560.697.179.390,29,13505,1
20423,32146,5.871.166.814.780.820,69,14204,1
29711,36553,9.008.306.649.270.190,56,17462,1
40941,7121,8.828.081.945.768.800,20,15438,3
62121,16014,8.901.985.802.108.270,26,18965,3
78991,23689,8.618.819.617.244.150,64,21335,3
24088,3093,6.538.873.598.285.930,32,14491,2
63156,19723,7.853.488.548.280.040,25,4953,2
35550,14681,8.399.556.229.838.060,45,25170,2
52450,17534,7.770.097.263.858.970,43,11737,2
58651,22672,9.068.973.144.028.330,33,15975,3
71082,16629,8.345.058.352.211.310,51,18637,3
85938,9099,9.158.047.166.340.160,37,22044,3
65639,27055,9.655.152.103.737.840,18,24030,3
42875,8993,8.943.691.069.517.050,41,13180,3
26921,18873,8.669.113.213.755.020,46,20948,2
53485,11681,7.185.686.877.837.940,21,15989,2
59688,26836,8.559.042.617.690.580,21,28716,3
32677,4260,6.896.875.231.841.510,55,20502,2
61636,19013,7.293.489.161.598.370,20,14112,2
43581,23074,8.789.671.564.384.020,57,11034,3
33042,22776,7.234.357.019.930.590,19,1867,2
52052,30742,1.0,46,18373,3
36460,28271,9.413.702.623.718.050,66,20042,2
32657,24529,854.963.646.364.962,45,18727,2
54305,82,5.705.225.355.060.950,29,3232,1
56229,25756,6.602.145.429.366.910,61,8709,2
44519,32091,1.0,32,17404,3
54120,12231,7.952.015.464.897.180,67,23927,2
67124,31616,968.366.215.940.221,58,14722,3
62482,29044,7.979.643.315.550.650,48,20457,2
37608,12958,750.092.229.435.845,54,9827,2
50419,14726,7.433.656.719.241.070,49,16035,2
39515,10380,6.965.063.029.228.140,39,13626,2
28993,30590,9.067.346.856.482.190,20,20937,1
59640,13155,8.880.521.197.879.910,34,12300,3
65040,13343,795.947.949.885.211,46,23385,2
42888,17655,6.424.450.898.133.600,29,13461,2
53522,8736,8.250.277.849.652.250,31,9650,3
73207,24889,9.060.576.366.116.640,25,9818,3
65374,17032,1.0,58,11887,3
41205,30977,9.524.715.800.407.820,19,16852,3
48805,28514,869.221.672.393.786,51,11950,3
39378,36306,7.654.320.109.926.030,41,10897,1
53437,4314,9.746.627.811.997.890,65,19449,3
50607,7227,8.614.582.423.554.000,37,1056,3
32706,20030,8.658.271.753.131.460,60,12850,3
43160,21173,9.680.869.059.509.590,69,8328,3
19025,17108,8.256.498.701.476.740,27,10657,1
34416,36408,9.397.025.966.343.370,57,16218,1
56191,15992,7.299.394.698.666.800,24,13973,2
52149,24675,7.785.900.422.519.070,18,13522,2
64202,23366,8.971.567.647.643.140,27,20947,3
50790,13943,8.440.145.700.648.140,68,14931,3
47057,24650,8.239.856.269.999.790,22,24030,2
77868,19962,7.311.314.332.060.150,57,18560,2
44910,32386,9.460.763.314.490.970,38,10166,3
44222,31632,6.849.413.733.502.870,26,24670,2
50744,5207,9.376.672.302.793.280,46,16390,3
38332,4620,8.550.947.084.077.450,48,24358,2
53855,18547,8.566.526.203.442.980,62,13669,3
39134,28631,845.053.585.781.714,63,16361,3
43530,21231,7.635.432.164.606.780,44,17160,2
38820,24145,8.464.977.319.453.660,23,14159,3
23333,47891,8.865.626.909.379.620,60,21359,1
13755,13771,8.912.119.156.303.010,48,24662,1
28643,24421,8.400.074.126.337.640,58,3532,1
67116,21644,8.386.833.520.944.710,62,19074,3
51127,28589,8.379.448.841.606.970,53,10527,3
42797,29502,8.243.780.905.748.710,19,2035,3
34406,25550,6.735.292.357.948.170,38,17585,2
68915,34011,797.951.072.288.897,51,17596,2
40374,33399,7.461.201.360.564.290,39,18400,1
37323,24141,8.337.995.227.156.720,30,16855,3
21622,18946,7.582.606.695.463.790,36,19375,1
16534,22898,884.490.815.873.431,50,11984,1
56920,3394,9.688.277.713.740.060,55,16316,3
75294,14741,818.028.384.245.465,57,18490,3
54446,10342,8.772.210.655.685.670,66,21764,3
54247,28901,8.026.849.190.670.300,20,15219,3
76946,33503,8.396.712.753.471.180,55,13931,3
57512,26611,9.860.769.384.197.410,36,14723,3
49883,18706,6.954.742.084.211.240,24,9032,2
58392,12603,782.573.252.116.857,32,18848,2
63543,28765,8.605.614.425.661.260,55,7713,3
57642,30453,833.303.425.771.687,42,16954,3
42715,19044,8.124.890.356.550.420,39,15422,3
56097,20598,7.319.940.246.624.610,40,7245,2
39605,16493,8.932.506.593.913.770,67,7530,3
49534,24162,8.399.021.804.590.780,27,10731,3
55958,16112,9.142.924.638.239.850,53,13280,3
77582,19210,9.539.084.048.105.160,54,22402,3
56580,8291,845.805.248.351.542,67,14446,3
50246,22622,9.825.678.103.154.690,59,17732,3
43993,37513,9.545.425.415.767.750,59,21333,1
41239,23473,8.063.553.556.045.870,59,20365,3
44198,30424,996.454.515.264.957,24,14964,3
50603,27635,9.156.066.398.109.470,69,11472,3
63737,18777,9.778.016.080.465.370,63,17494,3
30884,19862,6.671.310.836.086.140,42,11572,2
61491,14522,9.170.387.976.804.150,57,24074,3
41521,29786,8.811.638.920.730.020,58,19338,3
39484,24682,7.683.037.618.837.610,41,16043,2
57660,30029,7.001.366.109.677.880,22,17563,2
44373,21070,8.349.533.494.854.650,38,15891,3
57146,2106,8.549.939.681.936.040,57,13158,3
55821,12786,791.173.678.232.354,37,17493,2
62086,30013,774.983.137.537.744,46,13785,2
69776,18034,7.950.828.731.556.470,54,24683,2
24199,30628,7.826.587.800.014.480,37,11536,1
53066,34106,943.100.636.249.821,35,17543,3
38903,29298,769.673.254.105.189,21,11086,2
56270,28918,6.854.900.833.623.690,28,11034,2
28916,6881,9.285.764.556.825.750,39,6069,3
50765,17662,9.414.179.087.388.800,69,17057,3
21768,19939,8.379.648.441.595.110,60,12337,1
50651,28948,7.372.304.449.592.190,31,20416,2
50083,21136,656.075.062.318.991,62,17066,2
39911,5048,8.534.819.116.113.030,45,15741,3
44091,5275,90.126.486.868.895,21,7947,3
44452,15150,7.687.171.373.412.110,33,17924,2
26756,46881,930.202.363.108.971,55,11689,1
30553,22804,7.068.411.720.994.980,40,7835,2
52822,25120,857.149.780.308.516,30,17152,3
66022,5259,6.466.040.537.471.260,37,8708,2
61801,31035,7.551.144.361.133.710,22,4544,2
19565,16825,6.747.838.779.058.620,36,21485,1
68600,35046,9.064.115.615.509.060,38,12196,3
69515,7572,8.841.073.091.329.300,59,6277,3
38794,19061,1.0,22,10187,3
39083,14885,8.694.260.386.780.740,31,11394,3
42234,26350,8.070.235.573.707.100,53,20721,3
54976,29799,7.468.654.813.170.760,23,6685,2
45448,13703,9.485.806.882.490.960,22,8305,3
55836,28050,1.0,41,19902,3
30465,34188,9.509.001.156.042.320,46,12751,1
33923,29809,8.711.718.705.099.010,46,16139,1
36866,14262,8.569.776.281.890.620,19,12545,3
37747,15760,6.868.393.554.769.670,23,25102,2
56410,17872,9.379.774.288.223.380,51,8551,3
53686,29468,7.781.832.834.214.050,29,16410,2
59875,24290,7.298.413.350.174.500,39,22514,2
66224,7419,8.312.807.675.743.350,21,13125,3
55915,19840,7.720.992.559.802.280,62,11231,2
23266,36356,7.576.144.313.435.260,66,18835,1
43732,29858,801.110.174.604.007,23,20020,3
45756,13991,6.609.395.694.727.820,20,11000,2
53867,4640,8.239.507.413.660.140,30,22310,3
35846,15010,8.741.018.145.860.510,40,15256,3
72199,19966,7.510.384.916.368.380,52,17543,2
43979,15886,9.847.215.933.493.420,43,22441,2
45038,10183,7.927.775.225.317.470,69,18843,2
47066,25859,7.422.088.195.586.550,26,14998,2
42267,3899,9.316.931.216.021.220,40,11642,3
23971,31213,8.564.507.001.307.440,21,28542,1
68616,27549,9.841.872.122.571.910,51,11054,3
40479,24269,1.0,54,16590,3
59447,25957,7.118.548.767.060.400,25,17549,2
43619,17159,1.0,51,17786,3
40563,19728,6.148.438.125.763.130,54,25640,2
31325,34698,7.231.721.920.742.430,23,15237,1
23277,18478,7.163.252.825.167.350,24,14524,2
43319,23842,984.860.650.549.127,62,22761,2
42684,25269,9.019.071.498.487.490,58,14320,3
71543,21053,8.776.356.765.733.620,56,19380,3
51076,17859,6.090.349.971.436.850,53,15971,2
67123,2533,8.477.304.219.391.700,22,19604,3
27471,28157,1.0,20,18627,1
50777,30778,9.015.571.736.881.600,34,12984,3
58260,20726,8.171.854.962.309.560,36,5779,3
51683,32433,9.581.276.451.779.760,62,6630,3
52252,23799,864.569.640.350.202,18,5798,3
46258,392,8.000.092.480.231.260,54,14544,3
32084,9454,78.206.999.242.257,26,3236,2
29502,15109,9.042.301.034.050.350,21,14200,3
60600,13899,8.218.735.119.064.480,59,15668,3
40090,20742,866.708.230.601.807,63,19281,3
43604,10820,6.176.283.726.285.260,27,17521,2
40087,37034,83.905.276.448.893,49,19509,1
36598,1527,7.439.855.824.667.760,18,17069,2
28061,19191,9.537.180.069.459.730,40,13382,3
73040,12505,74.409.029.222.623,68,14470,2
19421,6969,773.476.848.837.635,34,10741,2
60317,25896,7.147.672.621.703.100,69,16140,2
66333,9885,9.328.932.290.956.730,47,7079,3
52121,20403,9.017.004.211.242.360,44,20330,3
47375,10488,7.403.478.875.917.610,32,10217,2
53493,955,7.574.066.260.424.590,55,15769,2
44013,17771,92.927.380.985.869,24,16607,3
64739,23057,1.0,50,20813,3
66792,14020,8.947.869.815.778.490,22,6594,3
58135,33163,9.648.222.114.761.920,69,13372,3
25238,22957,8.236.004.061.054.290,69,17749,1
60126,27244,74.376.199.672.441,56,23755,2
69251,13428,8.332.528.771.642.220,51,14805,3
59123,13685,9.585.880.454.427.410,20,12028,3
64776,16609,7.933.763.311.260.220,49,25134,2
39059,16468,8.153.578.155.368.810,19,19012,3
42887,15378,1.0,33,21868,2
69654,8904,1.0,34,8952,3
59986,27905,864.327.712.331.518,29,17605,3
46291,5329,9.679.394.183.086.830,22,9583,3
45921,26258,7.311.145.037.101.970,21,8474,2
50291,28297,9.164.944.407.233.660,33,17909,3
45527,17130,8.606.829.496.430.020,35,18259,3
50084,45352,8.921.514.284.988.160,62,12589,1
97148,20091,7.155.524.228.015.130,37,22160,2
39443,17073,6.950.012.602.791.830,26,13154,2
23094,17532,7.939.597.288.753.340,33,13650,2
40061,30859,7.133.044.982.166.100,52,14819,2
61264,23504,8.899.790.467.468.280,50,22560,3
59512,18104,8.548.459.512.419.990,41,21379,3
51007,41727,8.507.406.956.055.420,55,15991,1
59212,34049,1.0,68,14792,3
62335,21344,7.696.913.593.942.570,41,16979,2
51023,592,8.792.089.977.018.880,30,11958,3
59325,44247,8.738.844.244.611.770,44,19900,3
60649,28168,688.646.598.615.481,50,13982,2
49476,14494,8.441.125.517.308.720,36,17454,3
72190,28859,6.942.478.984.311.610,42,23566,2
32022,27954,8.432.087.073.328.590,23,17764,1
74756,13443,6.877.361.156.747.070,50,16153,2
65676,10693,8.881.312.532.912.130,42,12413,3
82389,27418,7.240.113.614.904.500,40,14609,2
27212,30755,8.488.118.599.007.190,66,9319,1
44730,23211,6.875.523.845.777.790,34,17666,2
57233,22560,8.975.586.036.261.580,38,4328,3
53872,33539,8.421.438.202.136.030,60,19842,3
43520,18499,8.316.025.701.696.500,37,18658,3
54603,8887,8.640.039.279.830.350,29,15490,3
68688,25343,9.023.762.908.185.230,30,12334,3
52114,31527,7.640.715.051.036.530,35,14918,2
29527,24752,8.482.979.683.048.810,39,6129,1
80821,7210,8.033.728.588.389.700,41,19119,3
35617,13585,9.802.025.618.057.480,50,14180,3
31729,18606,8.091.745.128.303.320,20,22576,2
39117,6774,769.562.389.926.958,34,16959,2
40778,14235,6.995.482.062.245.470,56,16157,2
54134,33948,8.232.551.376.682.560,49,17004,3
89149,10055,7.809.133.186.154.360,34,10122,2
36574,17030,8.861.379.565.834.860,65,12745,3
66414,27166,8.722.063.918.624.620,61,15664,3
79265,3903,903.112.847.339.951,42,13487,3
43643,33559,7.240.842.034.070.280,25,12117,2
48505,13822,5.767.393.184.487.350,60,13588,1
54581,9469,8.499.018.729.072.400,52,15220,3
43153,33877,9.323.184.154.457.300,46,26593,2
22756,28717,8.106.373.934.621.500,29,13373,1
70283,9751,1.0,53,11612,3
52371,16183,8.376.539.561.503.240,26,14236,3
41535,22835,7.764.114.011.626.160,43,22507,2
49345,16730,8.916.443.722.437.210,39,22865,3
45263,32843,9.881.026.086.009.640,48,24745,2
58887,28633,8.456.888.410.158.350,66,15304,3
36512,10024,925.368.065.562.389,65,18207,3
44337,11737,8.077.295.514.686.780,61,9749,3
52167,14598,8.099.896.697.153.230,47,13232,3
20486,15295,9.618.600.233.499.340,32,9424,3
46311,24460,6.728.560.353.522.260,64,17366,2
39687,31347,7.450.948.484.679.160,50,15192,2
59126,13594,9.080.581.531.122.050,20,16130,3
53705,8731,8.156.399.576.441.500,51,10768,3
69026,16760,8.798.513.357.423.880,34,19253,3
19775,1651,9.032.944.602.359.260,61,2964,3
40746,26968,7.181.856.407.070.550,22,13739,2
52933,18747,7.173.637.878.232.820,47,14466,2
69379,15853,9.652.940.564.450.120,60,4891,3
33405,22187,8.113.868.302.983.150,68,16920,2
37946,10823,7.824.174.704.066.860,32,14133,2
69719,16498,8.870.200.279.988.120,56,17805,3
84561,13216,9.479.368.554.260.350,25,24999,3
75589,1060,9.278.611.000.721.580,59,16623,3
75736,19932,8.961.821.771.012.840,55,19863,3
56466,45177,9.657.648.852.545.170,45,21904,1
51986,20279,9.009.593.065.518.490,38,17460,3
78526,12268,7.945.882.992.573.110,64,10670,2
45110,20568,8.762.156.760.362.700,27,6799,3
34844,9051,9.283.339.455.386.810,45,16871,3
54250,14032,7.690.732.786.941.290,38,12998,2
44589,15740,7.932.415.977.359.840,66,21418,2
38474,14451,8.697.139.839.619.050,45,12624,3
62759,17061,9.187.249.309.213.330,39,14928,3
46248,26907,8.476.743.574.298.260,55,9204,3
52768,15933,8.757.921.352.848.070,36,13280,3
58117,17039,601.306.684.407.461,69,10285,2
23522,826,1.0,69,10742,3
68590,6772,9.275.610.728.867.570,55,14735,3
84514,20814,9.227.772.442.054.150,63,11965,3
69209,31417,9.142.238.901.072.460,41,28146,3
3891,18116,9.230.718.431.931.940,45,19179,1
53381,19261,9.891.056.319.619.160,62,20423,3
22123,5811,9.618.961.438.513.780,30,14445,2
67905,11793,8.928.114.351.931.670,26,15528,3
67959,22382,930.567.780.714.109,26,12852,3
55589,32027,8.777.710.912.050.220,38,28121,2
10348,22010,7.739.127.872.962.450,41,14455,1
50155,18687,7.991.789.825.977.790,48,11981,2
33185,22584,8.079.671.659.431.430,46,11229,3
52079,9891,8.329.917.168.418.600,57,16676,3
49783,10685,8.262.548.969.271.620,27,22105,3
65639,17690,7.345.135.167.021.520,69,20434,2
47627,8447,8.710.638.834.992.510,21,11218,3
75089,27000,9.237.887.942.368.300,20,11095,3
55963,29390,8.034.457.926.282.980,30,21231,3
42123,17276,8.175.516.311.637.680,38,25506,2
48689,27556,9.254.370.974.176.370,25,14274,3
69313,34873,8.689.404.643.593.010,26,21033,3
71303,24030,9.381.431.897.457.870,63,7669,3
9871,28969,9.235.154.183.309.930,18,10782,1
32069,19239,7.708.939.720.405.140,31,9952,2
40590,29002,8.726.396.060.126.380,29,17061,3
71094,18749,9.100.119.036.164.440,53,14105,3
68863,13031,7.803.570.804.669.290,39,16190,2
65068,26934,733.309.394.097.475,53,21095,2
67031,22197,8.481.647.754.620.930,62,11734,3
75691,27797,6.401.519.993.671.190,33,15469,2
58396,12589,5.179.761.440.969.540,28,8310,1
66336,23174,910.079.101.939.641,20,20818,3
56480,29422,7.740.163.890.229.250,51,20482,2
65843,15538,8.198.175.339.918.070,42,16809,3
42730,28010,874.116.533.763.007,43,15599,3
36989,35728,8.459.447.498.926.120,20,12454,1
40111,14110,7.733.010.049.998.420,37,8022,2
45868,22656,1.0,48,16527,3
62233,37546,8.421.481.027.522.340,66,18781,3
74735,5644,1.0,18,25096,3
40922,24046,7.560.221.946.457.360,43,13032,2
87925,26928,8.123.246.967.928.550,42,16350,3
46661,20205,8.524.601.213.928.840,28,20572,3
50292,42372,85.744.932.155.647,33,20722,1
54298,24908,9.490.047.759.835.740,37,11887,3
40535,33448,6.170.731.587.960.560,59,13604,1
42498,28336,1.0,69,12374,3
45436,34944,6.625.206.084.814.980,55,10490,2
32382,21761,7.722.692.063.268.140,19,22358,2
37704,6948,8.551.844.682.751.930,46,15313,3
48841,25463,8.910.212.554.996.100,24,14628,3
43902,3140,8.300.593.734.185.520,66,16238,3
40271,16662,8.021.433.037.683.090,57,15268,3
65377,15336,8.507.261.581.461.660,62,13895,3
23733,16120,8.102.268.324.149.070,42,11192,3
58777,32642,9.583.591.078.919.770,21,22826,3
52264,19745,9.191.691.101.148.150,60,12148,3
54249,40557,8.946.736.032.792.800,51,10347,3
31583,19352,9.522.805.308.232.920,42,14597,3
41673,1375,8.848.148.538.877.520,25,25787,2
55876,14077,8.261.436.650.974.910,49,10892,3
41889,28506,6.891.321.138.275.500,35,18548,2
26951,6522,1.0,57,13768,2
45961,16440,9.622.957.835.098.100,28,16224,3
47135,28163,7.290.696.575.167.160,54,19610,2
60938,16845,9.232.330.094.266.670,56,6401,3
67037,14452,8.960.948.507.862.540,53,10518,3
52071,32542,7.556.721.275.919.930,27,19540,2
56552,17730,9.885.305.118.494.010,23,15487,3
65834,9577,8.665.336.744.735.720,62,16059,3
47181,28336,7.352.033.635.435.340,33,18556,2
58123,31367,7.282.313.393.511.130,42,10551,2
28705,21805,8.915.971.503.527.600,51,20275,2
41561,14204,7.545.138.880.528.660,48,19098,2
75712,11126,7.764.992.575.386.370,64,16191,2
65365,14463,8.924.636.190.133.510,25,17340,3
62536,7394,7.839.397.019.784.460,34,20824,2
36707,15074,8.030.170.906.780.000,31,12030,3
27148,25492,7.710.132.996.860.930,47,18306,1
35622,27366,917.250.038.001.166,35,23721,2
51549,20271,9.738.484.681.909.310,63,18203,3
57967,23824,6.793.599.695.023.300,53,13888,2
73760,17648,7.515.865.401.046.400,38,26591,2
31925,12695,6.253.457.030.318.850,48,16154,2
41498,16575,862.650.563.720.249,50,21992,2
74490,31243,8.704.867.395.495.420,40,12892,3
26157,2763,7.550.283.454.985.460,55,20339,2
53290,8537,806.328.587.654.797,22,12267,3
21138,15267,8.957.991.817.762.440,32,16616,2
44786,8888,1.0,47,11966,3
79492,24381,7.760.301.103.158.840,33,24505,2
58238,4665,8.609.457.273.683.620,57,13894,3
69871,32033,9.045.921.682.597.150,46,9460,3
58186,39562,1.0,45,15475,3
57932,22487,8.902.044.531.930.210,23,17685,3
25520,13810,1.0,22,14866,2
80977,29268,705.861.501.718.967,55,10933,2
74456,17171,8.911.931.005.146.900,42,20186,3
38805,11454,823.076.501.786.752,45,21295,2
72971,20526,8.475.497.810.977.960,18,6760,3
65963,4231,728.492.132.348.127,31,10614,2
59807,12600,9.722.586.685.242.290,36,14202,3
53189,12342,9.081.966.547.395.440,48,12345,3
48490,19054,8.713.326.152.766.160,68,17629,3
76102,4103,6.786.547.688.578.540,32,24197,2
52023,10733,9.413.395.872.909.630,36,13095,3
57083,14865,7.835.258.652.659.760,55,22883,2
74855,24740,7.715.987.006.305.320,49,7658,2
67441,20025,6.992.407.022.554.650,48,17279,2
31474,36348,8.166.822.108.142.240,54,12026,1
41233,10952,7.946.942.477.852.780,43,17386,2
37664,28832,9.841.659.907.930.470,65,6215,3
56675,28824,7.496.231.888.134.560,58,8573,2
42767,21803,7.781.144.525.818.580,42,17376,2
44269,21416,7.909.643.398.699.330,64,11849,2
46483,22639,7.681.064.331.390.090,57,13384,2
55564,10607,717.217.867.710.582,25,24181,2
46083,29604,9.149.245.975.398.730,21,15687,3
64525,20748,8.326.961.543.999.460,48,19507,3
33641,7974,7.960.662.416.417.570,49,11203,2
27799,31911,7.848.527.174.426.830,51,8293,1
40213,18913,8.625.695.728.870.270,65,14596,3
34748,20529,7.855.854.830.763.610,20,7547,2
50835,5104,8.431.839.419.246.720,58,11507,3
44003,19175,8.977.543.361.112.170,43,16188,3
30519,32691,884.437.590.806.636,21,14443,1
30236,13724,9.937.767.758.456.890,19,16672,2
